observation_id,artifact_id,line_id,token_index,original_sign,canonical_sign,mapping_status,mapping_confidence,uncertainty_flag,mapping_notes
OBS_000027,HT13,3,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000027,HT13,3,3,AB59,AB59,identity,1.000000,0,
OBS_000028,HT13,4,0,AB54,AB54,identity,1.000000,0,
OBS_000028,HT13,4,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000028,HT13,4,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000028,HT13,4,3,AB03,AB03,identity,1.000000,0,
OBS_000029,HT13,28,0,AB51,AB51,identity,1.000000,0,
OBS_000029,HT13,28,1,AB24,AB24,identity,1.000000,0,
OBS_000029,HT13,28,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000029,HT13,28,3,AB09,AB09,identity,1.000000,0,
OBS_000030,HT13,29,0,AB81,AB81,identity,1.000000,0,
OBS_000030,HT13,29,1,AB02,AB02,identity,1.000000,0,
OBS_000030,HT13,29,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000030,HT13,29,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000031,HT13,30,0,AB04,AB04,identity,1.000000,0,
OBS_000031,HT13,30,1,AB40,AB40,identity,1.000000,0,
OBS_000031,HT13,30,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000031,HT13,30,3,AB59,AB59,identity,1.000000,0,
OBS_000032,HT13,31,0,AB54,AB54,identity,1.000000,0,
OBS_000032,HT13,31,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000032,HT13,31,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000032,HT13,31,3,AB03,AB03,identity,1.000000,0,
OBS_000033,HT31,1,0,AB54,AB54,identity,1.000000,0,
OBS_000033,HT31,1,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000033,HT31,1,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000033,HT31,1,3,AB03,AB03,identity,1.000000,0,
OBS_000034,HT31,2,0,AB81,AB81,identity,1.000000,0,
OBS_000034,HT31,2,1,AB02,AB02,identity,1.000000,0,
OBS_000034,HT31,2,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000034,HT31,2,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000035,HT31,3,0,AB81,AB81,identity,1.000000,0,
OBS_000035,HT31,3,1,AB02,AB02,identity,1.000000,0,
OBS_000035,HT31,3,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000035,HT31,3,3,AB28,AB28,identity,1.000000,0,
OBS_000036,HT31,4,0,AB54,AB54,identity,1.000000,0,
OBS_000036,HT31,4,1,AB28,AB28,identity,1.000000,0,
OBS_000036,HT31,4,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000036,HT31,4,3,AB09,AB09,identity,1.000000,0,
OBS_000037,HT31,5,0,AB51,AB51,identity,1.000000,0,
OBS_000037,HT31,5,1,AB45,AB45,identity,1.000000,0,
OBS_000037,HT31,5,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000037,HT31,5,3,AB59,AB59,identity,1.000000,0,
OBS_000038,HT31,6,0,AB28,AB28,identity,1.000000,0,
OBS_000038,HT31,6,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000038,HT31,6,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000038,HT31,6,3,AB54,AB54,identity,1.000000,0,
OBS_000039,HT31,28,0,AB54,AB54,identity,1.000000,0,
OBS_000039,HT31,28,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000039,HT31,28,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000039,HT31,28,3,AB03,AB03,identity,1.000000,0,
OBS_000040,HT31,29,0,AB81,AB81,identity,1.000000,0,
OBS_000040,HT31,29,1,AB02,AB02,identity,1.000000,0,
OBS_000040,HT31,29,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000040,HT31,29,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000041,HT31,30,0,AB81,AB81,identity,1.000000,0,
OBS_000041,HT31,30,1,AB02,AB02,identity,1.000000,0,
OBS_000041,HT31,30,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000041,HT31,30,3,AB28,AB28,identity,1.000000,0,
OBS_000042,HT31,31,0,AB54,AB54,identity,1.000000,0,
OBS_000042,HT31,31,1,AB28,AB28,identity,1.000000,0,
OBS_000042,HT31,31,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000042,HT31,31,3,AB09,AB09,identity,1.000000,0,
OBS_000043,HT31,32,0,AB51,AB51,identity,1.000000,0,
OBS_000043,HT31,32,1,AB45,AB45,identity,1.000000,0,
OBS_000043,HT31,32,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000043,HT31,32,3,AB59,AB59,identity,1.000000,0,
OBS_000044,HT31,33,0,AB28,AB28,identity,1.000000,0,
OBS_000044,HT31,33,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000044,HT31,33,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000044,HT31,33,3,AB54,AB54,identity,1.000000,0,
OBS_000045,HT7,1,0,QE,QE,identity,1.000000,0,
OBS_000045,HT7,1,1,TU,TU,identity,1.000000,0,
OBS_000045,HT7,1,2,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000046,HT7,2,0,KI,KI,identity,1.000000,0,
OBS_000046,HT7,2,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000047,HT7,3,0,DA,DA,identity,1.000000,0,
OBS_000047,HT7,3,1,NA,NA,identity,1.000000,0,
OBS_000047,HT7,3,2,TU,TU,identity,1.000000,0,
OBS_000048,HT7,4,0,TU,TU,identity,1.000000,0,
OBS_000048,HT7,4,1,RU,RU,identity,1.000000,0,
OBS_000048,HT7,4,2,SI,SI,identity,1.000000,0,
OBS_000049,HT7,5,0,TI,TI,identity,1.000000,0,
OBS_000049,HT7,5,1,RU,RU,identity,1.000000,0,
OBS_000049,HT7,5,2,SI,SI,identity,1.000000,0,
OBS_000050,HT7,28,0,QE,QE,identity,1.000000,0,
OBS_000050,HT7,28,1,TU,TU,identity,1.000000,0,
OBS_000050,HT7,28,2,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000051,HT7,29,0,KI,KI,identity,1.000000,0,
OBS_000051,HT7,29,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000052,HT7,30,0,DA,DA,identity,1.000000,0,
OBS_000052,HT7,30,1,NA,NA,identity,1.000000,0,
OBS_000052,HT7,30,2,TU,TU,identity,1.000000,0,
OBS_000053,HT7,31,0,TU,TU,identity,1.000000,0,
OBS_000053,HT7,31,1,RU,RU,identity,1.000000,0,
OBS_000053,HT7,31,2,SI,SI,identity,1.000000,0,
OBS_000054,HT7,32,0,TI,TI,identity,1.000000,0,
OBS_000054,HT7,32,1,RU,RU,identity,1.000000,0,
OBS_000054,HT7,32,2,SI,SI,identity,1.000000,0,
OBS_000055,HT8,1,0,OLIV,OLIV,exact,1.000000,0,Canonical sign form
OBS_000055,HT8,1,1,KI,KI,identity,1.000000,0,
OBS_000056,HT8,2,0,PA3,PA3,identity,1.000000,0,
OBS_000057,HT8,3,0,SUP,SUP,identity,1.000000,0,
OBS_000057,HT8,3,1,?,?,suppressed_in_strict,0.200000,1,
OBS_000058,HT8,4,0,QA,QA,identity,1.000000,0,
OBS_000058,HT8,4,1,KI,KI,identity,1.000000,0,
OBS_000059,HT8,5,0,KU,KU,identity,1.000000,0,
OBS_000059,HT8,5,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000060,HT8,28,0,OLIV,OLIV,exact,1.000000,0,Canonical sign form
OBS_000060,HT8,28,1,KI,KI,identity,1.000000,0,
OBS_000061,HT8,29,0,PA3,PA3,identity,1.000000,0,
OBS_000062,HT8,30,0,SUP,SUP,identity,1.000000,0,
OBS_000062,HT8,30,1,?,?,suppressed_in_strict,0.200000,1,
OBS_000063,HT8,31,0,QA,QA,identity,1.000000,0,
OBS_000063,HT8,31,1,KI,KI,identity,1.000000,0,
OBS_000064,HT8,32,0,KU,KU,identity,1.000000,0,
OBS_000064,HT8,32,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000065,HT9,1,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000065,HT9,1,1,TE,TE,identity,1.000000,0,
OBS_000066,HT9,2,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000066,HT9,2,1,TE,TE,identity,1.000000,0,
OBS_000067,HT9,3,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000067,HT9,3,1,TE,TE,identity,1.000000,0,
OBS_000068,HT9,4,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000068,HT9,4,1,TE,TE,identity,1.000000,0,
OBS_000069,HT9,5,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000069,HT9,5,1,TE,TE,identity,1.000000,0,
OBS_000070,HT9,6,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000070,HT9,6,1,TE,TE,identity,1.000000,0,
OBS_000071,HT9,28,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000071,HT9,28,1,TE,TE,identity,1.000000,0,
OBS_000072,HT9,29,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000072,HT9,29,1,TE,TE,identity,1.000000,0,
OBS_000073,HT9,30,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000073,HT9,30,1,TE,TE,identity,1.000000,0,
OBS_000074,HT9,31,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000074,HT9,31,1,TE,TE,identity,1.000000,0,
OBS_000075,HT9,32,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000075,HT9,32,1,TE,TE,identity,1.000000,0,
OBS_000076,HT9,33,0,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000076,HT9,33,1,TE,TE,identity,1.000000,0,
OBS_000077,HT95,1,0,AB54,AB54,identity,1.000000,0,
OBS_000077,HT95,1,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000077,HT95,1,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000077,HT95,1,3,AB03,AB03,identity,1.000000,0,
OBS_000078,HT95,2,0,AB81,AB81,identity,1.000000,0,
OBS_000078,HT95,2,1,AB02,AB02,identity,1.000000,0,
OBS_000078,HT95,2,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000078,HT95,2,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000079,HT95,28,0,AB54,AB54,identity,1.000000,0,
OBS_000079,HT95,28,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000079,HT95,28,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000079,HT95,28,3,AB03,AB03,identity,1.000000,0,
OBS_000080,HT95,29,0,AB81,AB81,identity,1.000000,0,
OBS_000080,HT95,29,1,AB02,AB02,identity,1.000000,0,
OBS_000080,HT95,29,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000080,HT95,29,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000081,ZA10,1,0,AB27,AB27,identity,1.000000,0,
OBS_000081,ZA10,1,1,AB17,AB17,identity,1.000000,0,
OBS_000081,ZA10,1,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000081,ZA10,1,3,AB40,AB40,identity,1.000000,0,
OBS_000082,ZA10,2,0,AB04,AB04,identity,1.000000,0,
OBS_000082,ZA10,2,1,AB69,AB69,identity,1.000000,0,
OBS_000082,ZA10,2,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000082,ZA10,2,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000083,ZA10,3,0,AB81,AB81,identity,1.000000,0,
OBS_000083,ZA10,3,1,AB02,AB02,identity,1.000000,0,
OBS_000083,ZA10,3,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000083,ZA10,3,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000084,ZA10,28,0,AB27,AB27,identity,1.000000,0,
OBS_000084,ZA10,28,1,AB17,AB17,identity,1.000000,0,
OBS_000084,ZA10,28,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000084,ZA10,28,3,AB40,AB40,identity,1.000000,0,
OBS_000085,ZA10,29,0,AB04,AB04,identity,1.000000,0,
OBS_000085,ZA10,29,1,AB69,AB69,identity,1.000000,0,
OBS_000085,ZA10,29,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000085,ZA10,29,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000086,ZA10,30,0,AB81,AB81,identity,1.000000,0,
OBS_000086,ZA10,30,1,AB02,AB02,identity,1.000000,0,
OBS_000086,ZA10,30,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000086,ZA10,30,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000087,HT12,1,0,OLIV,OLIV,exact,1.000000,0,Canonical sign form
OBS_000088,HT12,2,0,QA,QA,identity,1.000000,0,
OBS_000088,HT12,2,1,TU,TU,identity,1.000000,0,
OBS_000089,HT12,3,0,QE,QE,identity,1.000000,0,
OBS_000089,HT12,3,1,TU,TU,identity,1.000000,0,
OBS_000089,HT12,3,2,NE,NE,identity,1.000000,0,
OBS_000090,HT12,4,0,DA,DA,identity,1.000000,0,
OBS_000090,HT12,4,1,I,I,identity,1.000000,0,
OBS_000091,HT12,5,0,MA,MA,identity,1.000000,0,
OBS_000091,HT12,5,1,RU,RU,identity,1.000000,0,
OBS_000092,HT12,6,0,KU,KU,identity,1.000000,0,
OBS_000092,HT12,6,1,RA2,RA2,exact,1.000000,0,Canonical sign form
OBS_000093,HT12,11,0,OLIV,OLIV,exact,1.000000,0,Canonical sign form
OBS_000094,HT12,12,0,QA,QA,identity,1.000000,0,
OBS_000094,HT12,12,1,TU,TU,identity,1.000000,0,
OBS_000095,HT12,13,0,QE,QE,identity,1.000000,0,
OBS_000095,HT12,13,1,TU,TU,identity,1.000000,0,
OBS_000095,HT12,13,2,NE,NE,identity,1.000000,0,
OBS_000096,HT12,14,0,DA,DA,identity,1.000000,0,
OBS_000096,HT12,14,1,I,I,identity,1.000000,0,
OBS_000097,HT12,15,0,MA,MA,identity,1.000000,0,
OBS_000097,HT12,15,1,RU,RU,identity,1.000000,0,
OBS_000098,HT12,16,0,KU,KU,identity,1.000000,0,
OBS_000098,HT12,16,1,RA2,RA2,exact,1.000000,0,Canonical sign form
OBS_000099,HT13,1,0,AB51,AB51,identity,1.000000,0,
OBS_000099,HT13,1,1,AB24,AB24,identity,1.000000,0,
OBS_000099,HT13,1,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000099,HT13,1,3,AB09,AB09,identity,1.000000,0,
OBS_000100,HT13,2,0,AB81,AB81,identity,1.000000,0,
OBS_000100,HT13,2,1,AB02,AB02,identity,1.000000,0,
OBS_000100,HT13,2,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000100,HT13,2,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000101,HT13,3,0,AB04,AB04,identity,1.000000,0,
OBS_000101,HT13,3,1,AB40,AB40,identity,1.000000,0,
OBS_000101,HT13,3,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000101,HT13,3,3,AB59,AB59,identity,1.000000,0,
OBS_000102,HT13,4,0,AB54,AB54,identity,1.000000,0,
OBS_000102,HT13,4,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000102,HT13,4,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000102,HT13,4,3,AB03,AB03,identity,1.000000,0,
OBS_000103,HT13,11,0,AB51,AB51,identity,1.000000,0,
OBS_000103,HT13,11,1,AB24,AB24,identity,1.000000,0,
OBS_000103,HT13,11,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000103,HT13,11,3,AB09,AB09,identity,1.000000,0,
OBS_000104,HT13,12,0,AB81,AB81,identity,1.000000,0,
OBS_000104,HT13,12,1,AB02,AB02,identity,1.000000,0,
OBS_000104,HT13,12,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000104,HT13,12,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000105,HT13,13,0,AB04,AB04,identity,1.000000,0,
OBS_000105,HT13,13,1,AB40,AB40,identity,1.000000,0,
OBS_000105,HT13,13,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000105,HT13,13,3,AB59,AB59,identity,1.000000,0,
OBS_000106,HT13,14,0,AB54,AB54,identity,1.000000,0,
OBS_000106,HT13,14,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000106,HT13,14,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000106,HT13,14,3,AB03,AB03,identity,1.000000,0,
OBS_000107,HT31,1,0,AB54,AB54,identity,1.000000,0,
OBS_000107,HT31,1,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000107,HT31,1,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000107,HT31,1,3,AB03,AB03,identity,1.000000,0,
OBS_000108,HT31,2,0,AB81,AB81,identity,1.000000,0,
OBS_000108,HT31,2,1,AB02,AB02,identity,1.000000,0,
OBS_000108,HT31,2,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000108,HT31,2,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000109,HT31,3,0,AB81,AB81,identity,1.000000,0,
OBS_000109,HT31,3,1,AB02,AB02,identity,1.000000,0,
OBS_000109,HT31,3,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000109,HT31,3,3,AB28,AB28,identity,1.000000,0,
OBS_000110,HT31,4,0,AB54,AB54,identity,1.000000,0,
OBS_000110,HT31,4,1,AB28,AB28,identity,1.000000,0,
OBS_000110,HT31,4,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000110,HT31,4,3,AB09,AB09,identity,1.000000,0,
OBS_000111,HT31,5,0,AB51,AB51,identity,1.000000,0,
OBS_000111,HT31,5,1,AB45,AB45,identity,1.000000,0,
OBS_000111,HT31,5,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000111,HT31,5,3,AB59,AB59,identity,1.000000,0,
OBS_000112,HT31,6,0,AB28,AB28,identity,1.000000,0,
OBS_000112,HT31,6,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000112,HT31,6,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000112,HT31,6,3,AB54,AB54,identity,1.000000,0,
OBS_000113,HT31,10,0,AB54,AB54,identity,1.000000,0,
OBS_000113,HT31,10,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000113,HT31,10,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000113,HT31,10,3,AB03,AB03,identity,1.000000,0,
OBS_000114,HT31,11,0,AB81,AB81,identity,1.000000,0,
OBS_000114,HT31,11,1,AB02,AB02,identity,1.000000,0,
OBS_000114,HT31,11,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000114,HT31,11,3,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000115,HT31,12,0,AB81,AB81,identity,1.000000,0,
OBS_000115,HT31,12,1,AB02,AB02,identity,1.000000,0,
OBS_000115,HT31,12,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000115,HT31,12,3,AB28,AB28,identity,1.000000,0,
OBS_000116,HT31,13,0,AB54,AB54,identity,1.000000,0,
OBS_000116,HT31,13,1,AB28,AB28,identity,1.000000,0,
OBS_000116,HT31,13,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000116,HT31,13,3,AB09,AB09,identity,1.000000,0,
OBS_000117,HT31,14,0,AB51,AB51,identity,1.000000,0,
OBS_000117,HT31,14,1,AB45,AB45,identity,1.000000,0,
OBS_000117,HT31,14,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000117,HT31,14,3,AB59,AB59,identity,1.000000,0,
OBS_000118,HT31,15,0,AB28,AB28,identity,1.000000,0,
OBS_000118,HT31,15,1,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000118,HT31,15,2,AB22,AB22,exact,1.000000,0,Canonical sign form
OBS_000118,HT31,15,3,AB54,AB54,identity,1.000000,0,
OBS_000119,HT7,1,0,QE,QE,identity,1.000000,0,
OBS_000119,HT7,1,1,TU,TU,identity,1.000000,0,
OBS_000119,HT7,1,2,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000120,HT7,2,0,KI,KI,identity,1.000000,0,
OBS_000120,HT7,2,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000121,HT7,3,0,DA,DA,identity,1.000000,0,
OBS_000121,HT7,3,1,NA,NA,identity,1.000000,0,
OBS_000121,HT7,3,2,TU,TU,identity,1.000000,0,
OBS_000122,HT7,4,0,TU,TU,identity,1.000000,0,
OBS_000122,HT7,4,1,RU,RU,identity,1.000000,0,
OBS_000122,HT7,4,2,SI,SI,identity,1.000000,0,
OBS_000123,HT7,5,0,TI,TI,identity,1.000000,0,
OBS_000123,HT7,5,1,RU,RU,identity,1.000000,0,
OBS_000123,HT7,5,2,SI,SI,identity,1.000000,0,
OBS_000124,HT7,10,0,QE,QE,identity,1.000000,0,
OBS_000124,HT7,10,1,TU,TU,identity,1.000000,0,
OBS_000124,HT7,10,2,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000125,HT7,11,0,KI,KI,identity,1.000000,0,
OBS_000125,HT7,11,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000126,HT7,12,0,DA,DA,identity,1.000000,0,
OBS_000126,HT7,12,1,NA,NA,identity,1.000000,0,
OBS_000126,HT7,12,2,TU,TU,identity,1.000000,0,
OBS_000127,HT7,13,0,TU,TU,identity,1.000000,0,
OBS_000127,HT7,13,1,RU,RU,identity,1.000000,0,
OBS_000127,HT7,13,2,SI,SI,identity,1.000000,0,
OBS_000128,HT7,14,0,TI,TI,identity,1.000000,0,
OBS_000128,HT7,14,1,RU,RU,identity,1.000000,0,
OBS_000128,HT7,14,2,SI,SI,identity,1.000000,0,
OBS_000129,HT8,1,0,OLIV,OLIV,exact,1.000000,0,Canonical sign form
OBS_000129,HT8,1,1,KI,KI,identity,1.000000,0,
OBS_000130,HT8,2,0,PA3,PA3,identity,1.000000,0,
OBS_000131,HT8,3,0,SUP,SUP,identity,1.000000,0,
OBS_000131,HT8,3,1,?,?,suppressed_in_strict,0.200000,1,
OBS_000132,HT8,4,0,QA,QA,identity,1.000000,0,
OBS_000132,HT8,4,1,KI,KI,identity,1.000000,0,
OBS_000133,HT8,5,0,KU,KU,identity,1.000000,0,
OBS_000133,HT8,5,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000134,HT8,10,0,OLIV,OLIV,exact,1.000000,0,Canonical sign form
OBS_000134,HT8,10,1,KI,KI,identity,1.000000,0,
OBS_000135,HT8,11,0,PA3,PA3,identity,1.000000,0,
